title,release_date,type,runtime,season_count,episode_count,genre,director,cast,country,language,production_company,synopsis,tags,imdb_rating,imdb_review_count,text_input,production_company_is_missing,cast_is_missing,director_is_missing
Bride Hard,2025-06-19,movie,105.0,1.0,1.0,"Action, Comedy",Simon West,"Rebel Wilson, Anna Camp, Anna Chlumsky, Da'Vine Joy Randolph, Gigi Zumbado",US,en,"Balcony 9 Productions, Colleen Camp Productions, Elevated Films, WME Independent, Copper Island, Latigo Films, Gramercy Park Entertainment","Sam is a secret agent whose toughest mission to date is pleasing her bride-to-be best friend at a lavish destination wedding. When a team of mercenaries crashes the party and takes the guests hostage, Sam is thrown into a fight unlike any before — one where she can’t risk blowing her cover or ruining the big day. As she takes on the bad guys in a high-stakes battle disguised as a fairy-tale affair, she realizes the real threat might be closer than she thinks.","mercenary, secret agent, female friendship, imminent wedding, action comedy, destination wedding",7.333,3,"Sam is a secret agent whose toughest mission to date is pleasing her bride-to-be best friend at a lavish destination wedding. When a team of mercenaries crashes the party and takes the guests hostage, Sam is thrown into a fight unlike any before — one where she can’t risk blowing her cover or ruining the big day. As she takes on the bad guys in a high-stakes battle disguised as a fairy-tale affair, she realizes the real threat might be closer than she thinks. Action, Comedy",0,0,0
The Old Guard 2,2025-07-01,movie,104.0,1.0,1.0,"Action, Fantasy",Victoria Mahoney,"Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari, Luca Marinelli",US,en,"Skydance Media, Denver & Delilah Productions, Marc Evans Productions",Andy and her team of immortal warriors fight with renewed purpose as they face a powerful new foe threatening their mission to protect humanity.,"immortality, based on comic, interracial romance, found family, queer, action adventure, body horror",0.0,0,"Andy and her team of immortal warriors fight with renewed purpose as they face a powerful new foe threatening their mission to protect humanity. Action, Fantasy",0,0,0
KPop Demon Hunters,2025-06-20,movie,95.0,1.0,1.0,"Animation, Fantasy, Action, Music, Comedy","Maggie Kang, Chris Appelhans","Arden Cho, May Hong, Ji-young Yoo, Ahn Hyo-seop, Yunjin Kim",US,en,Sony Pictures Animation,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.","supernatural, female protagonist, demon hunter, girl group, boy band, 3d animation, k-pop group",0.0,0,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats. Animation, Fantasy, Action, Music, Comedy",0,0,0
Heads of State,2025-07-01,movie,113.0,1.0,1.0,"Action, Thriller, Comedy",Ilya Naishuller,"John Cena, Idris Elba, Priyanka Chopra Jonas, Jack Quaid, Carla Gugino",US,en,"The Safran Company, Amazon MGM Studios, Big Indie Pictures","The UK Prime Minister and US President have a public rivalry that risks their countries' alliance. But when they become targets of a powerful enemy, they're forced to rely on each other as they go on a wild, multinational run. Allied with Noel, a brilliant MI6 agent, they must find a way to thwart a conspiracy that threatens the free world.","usa president, head of state, mi6, british prime minister",0.0,0,"The UK Prime Minister and US President have a public rivalry that risks their countries' alliance. But when they become targets of a powerful enemy, they're forced to rely on each other as they go on a wild, multinational run. Allied with Noel, a brilliant MI6 agent, they must find a way to thwart a conspiracy that threatens the free world. Action, Thriller, Comedy",0,0,0
A Big Bold Beautiful Journey,2025-09-18,movie,139.0,1.0,1.0,"Drama, Romance, Fantasy",Kogonada,"Colin Farrell, Margot Robbie, Kevin Kline, Phoebe Waller-Bridge, Lily Rabe",US,en,"Imperative Entertainment, 30WEST, Columbia Pictures",An imaginative tale of two strangers and the unbelievable journey that connects them.,journey,0.0,0,"An imaginative tale of two strangers and the unbelievable journey that connects them. Drama, Romance, Fantasy",0,0,0
Morgan: Killer Doll,2025-06-13,movie,93.0,1.0,1.0,"Horror, Comedy",Jose Prendes,"Michael Paré, Kayla Fields, Bix Krieger, Shelby Wright, Kylie Roseanne",US,en,The Asylum,"Things go awry when Astrid doesn't share the same feelings for her longtime best friend, Darcy.","artificial intelligence (a.i.), killer robot, evil doll, killer doll, mockbuster, horror parody, low budget, android horror",5.0,3,"Things go awry when Astrid doesn't share the same feelings for her longtime best friend, Darcy. Horror, Comedy",0,0,0
Housefull 5B,2025-06-06,movie,163.0,1.0,1.0,"Comedy, Mystery, Thriller",Tarun Mansukhani,"Akshay Kumar, Sonam Bajwa, Jacqueline Fernandez, Nana Patekar, Abhishek Bachchan",IN,hi,"Nadiadwala Grandson Entertainment, Pen Studios, Apple & Burberry Pictures","A father writes his will — his son ""Jolly"" is going to get it all. But who is Jolly? The comedy unfolds as different people pose as the ""real"" Jolly on a cruise celebrating the father's birthday — where a murder takes place.","sequel, cruise ship, murder mystery, comedy of errors, party",6.0,1,"A father writes his will — his son ""Jolly"" is going to get it all. But who is Jolly? The comedy unfolds as different people pose as the ""real"" Jolly on a cruise celebrating the father's birthday — where a murder takes place. Comedy, Mystery, Thriller",0,0,0
Nobody 2,2025-08-13,movie,89.0,1.0,1.0,"Action, Comedy, Crime",Timo Tjahjanto,"Bob Odenkirk, Connie Nielsen, Christopher Lloyd, RZA, Sharon Stone",US,en,"Universal Pictures, 87North Productions, Odenkirk Provissiero Entertainment, Eighty Two Films","Suburban dad Hutch Mansell, a former lethal assassin, is pulled back into his violent past after thwarting a home invasion, setting off a chain of events that unravels secrets about his wife Becca's past and his own.","assassin, dark comedy, sequel, revenge, one man army, family vacation",0.0,0,"Suburban dad Hutch Mansell, a former lethal assassin, is pulled back into his violent past after thwarting a home invasion, setting off a chain of events that unravels secrets about his wife Becca's past and his own. Action, Comedy, Crime",0,0,0
Omniscient Reader: The Prophecy,2025-07-23,movie,116.0,1.0,1.0,"Action, Adventure, Fantasy",Kim Byung-woo,"Ahn Hyo-seop, Lee Min-ho, Chae Soo-bin, Shin Seung-ho, Nana",KR,ko,"MYM Entertainment, Lotte Entertainment","The favorite fantasy novel of Kim Dok Ja, an ordinary office worker, suddenly translates into reality. Trapped within the novel’s universe, he must navigate its apocalyptic trials alongside its protagonist, Yoo Jung Hyeok—a powerful warrior blessed with the ability to return to life after death.","based on novel or book, survival, apocalypse, super power, action, blockbuster",0.0,0,"The favorite fantasy novel of Kim Dok Ja, an ordinary office worker, suddenly translates into reality. Trapped within the novel’s universe, he must navigate its apocalyptic trials alongside its protagonist, Yoo Jung Hyeok—a powerful warrior blessed with the ability to return to life after death. Action, Adventure, Fantasy",0,0,0
Sijjin 8,2025-06-05,movie,104.0,1.0,1.0,Horror,Alper Mestçi,unknown,TR,tr,Muhteşem Film,A man and his family are tormented by malevolent supernatural forces after he brings his elderly mother into his home.,"sequel, supernatural horror",0.0,0,A man and his family are tormented by malevolent supernatural forces after he brings his elderly mother into his home. Horror,0,1,0
"Good Night, and Good Luck",2025-06-07,movie,105.0,1.0,1.0,"Drama, History","Grant Heslov, Micah Bickham","George Clooney, Mac Brandt, Will Dagger, Christopher Denham, Glenn Fleshler",US,en,Den of Thieves,"Livestreamed from the penultimate show at the Winter Garden Theatre in New York City, this stage adaptation of George Clooney's 2005 film follows the story of journalist Edward R. Murrow's stand against Senator Joseph McCarthy's anti-communist witch-hunts in the early 1950s.","government, telecaster, journalism, theater play, politician, based on true story, anti-communism, based on movie, historical drama, mccarthyism, tv news anchor, 1950s, government witch hunt, live theatre, filmed theater",5.333,3,"Livestreamed from the penultimate show at the Winter Garden Theatre in New York City, this stage adaptation of George Clooney's 2005 film follows the story of journalist Edward R. Murrow's stand against Senator Joseph McCarthy's anti-communist witch-hunts in the early 1950s. Drama, History",0,0,0
Kuberaa,2025-06-20,movie,181.0,1.0,1.0,"Action, Crime, Thriller, Drama",Sekhar Kammula,"Dhanush, Nagarjuna Akkineni, Rashmika Mandanna, Jim Sarbh, K. Bhagyaraj",IN,te,"Sree Venkateswara Cinemas LLP, Amigos Creations","A disillusioned chartered accountant hatches a plan to steal black money from corrupt tycoons by transforming a group of beggars into fake businessmen with forged identities and Swiss accounts. As the wealth flows into his hands, he learns that one of the beggars has outplayed him, siphoning off the entire fortune. What follows is a high-stakes battle of wits, survival, and revenge, as both men race to outmaneuver each other in a world built on deception.","rags to riches, political thriller",0.0,0,"A disillusioned chartered accountant hatches a plan to steal black money from corrupt tycoons by transforming a group of beggars into fake businessmen with forged identities and Swiss accounts. As the wealth flows into his hands, he learns that one of the beggars has outplayed him, siphoning off the entire fortune. What follows is a high-stakes battle of wits, survival, and revenge, as both men race to outmaneuver each other in a world built on deception. Action, Crime, Thriller, Drama",0,0,0
Love Guru,2025-06-06,movie,151.0,1.0,1.0,"Comedy, Romance",Nadeem Baig,"Mahira Khan, Humayun Saeed, Marina Khan, Ahmad Ali Butt",PK,ur,Six Sigma Films International,"Sophia, a talented architect has been dreaming of marrying her true love. But when a new man walks into her life, everything changes. Torn between family expectations and the stirrings of her heart, Sophia embarks on a journey of self-discovery, love, and difficult choices.","coming-of-age, psychological, drama, adventure, romance, rom-com, comedy",5.0,2,"Sophia, a talented architect has been dreaming of marrying her true love. But when a new man walks into her life, everything changes. Torn between family expectations and the stirrings of her heart, Sophia embarks on a journey of self-discovery, love, and difficult choices. Comedy, Romance",0,0,0
The Pickup,2025-08-05,movie,94.0,1.0,1.0,"Comedy, Action, Crime",Tim Story,"Eddie Murphy, Pete Davidson, Keke Palmer, Eva Longoria, Marshawn Lynch",US,en,"Davis Entertainment, Eddie Murphy Productions, The Story Company, Amazon MGM Studios",A routine cash pickup takes a wild turn when mismatched armored truck drivers Russell and Travis are ambushed by ruthless criminals led by savvy mastermind Zoe.,"action, psychological, thriller, crime, comedy",0.0,0,"A routine cash pickup takes a wild turn when mismatched armored truck drivers Russell and Travis are ambushed by ruthless criminals led by savvy mastermind Zoe. Comedy, Action, Crime",0,0,0
Sitaare Zameen Par,2025-06-20,movie,155.0,1.0,1.0,"Comedy, Drama",R. S. Prasanna,"Aamir Khan, Genelia D'Souza, Darsheel Safary, Soren Fulton, Suresh Menon",IN,hi,Aamir Khan Productions,"A disgraced basketball coach is given the chance to coach a team of players who are intellectually disabled, and soon realizes they just might have what it takes to make it to the national championships.","basketball, remake, intellectual disability, sports comedy",0.0,0,"A disgraced basketball coach is given the chance to coach a team of players who are intellectually disabled, and soon realizes they just might have what it takes to make it to the national championships. Comedy, Drama",0,0,0
Together,2025-07-30,movie,102.0,1.0,1.0,Horror,Michael Shanks,"Dave Franco, Alison Brie, Damon Herriman, Mia Morrissey, Karl Richmond",US,en,"Picturestart, Tango Entertainment, 30WEST, Princess Pictures, 1.21 Entertainment","With a move to the countryside already testing the limits of a couple's relationship, a supernatural encounter begins an extreme transformation of their love, their lives, and their flesh.","countryside, cave, romance, couple, body horror, psychological horror, sci-fi horror",0.0,0,"With a move to the countryside already testing the limits of a couple's relationship, a supernatural encounter begins an extreme transformation of their love, their lives, and their flesh. Horror",0,0,0
